year,lat,lon,value
1850,-67.38219895287958,30.0,0.02221775
1850,-67.38219895287958,40.0,0.19333553
1850,-67.38219895287958,50.0,0.23525429
1850,-67.38219895287958,60.0,0.12660027
1850,-67.38219895287958,70.0,-0.04921341
1850,-67.38219895287958,80.0,0.013430595
1850,-67.38219895287958,90.0,-0.51156616
1850,-67.38219895287958,100.0,-0.5346699
1850,-67.38219895287958,110.0,-0.6666794
1850,-67.38219895287958,120.0,-0.70285606
1850,-67.38219895287958,130.0,-0.7769089
1850,-67.38219895287958,140.0,-0.66727066
1850,-67.38219895287958,150.0,-0.23033524
1850,-67.38219895287958,160.0,-0.09973621
1850,-67.38219895287958,170.0,-0.48301983
1850,-67.38219895287958,180.0,-0.4700594
1850,-67.38219895287958,190.0,0.38106823
1850,-67.38219895287958,200.0,0.741415
1850,-67.38219895287958,210.0,1.1817241
1850,-67.38219895287958,220.0,1.4955239
1850,-67.38219895287958,230.0,1.3853412
1850,-67.38219895287958,240.0,0.97881174
1850,-67.38219895287958,250.0,0.89069605
1850,-67.38219895287958,260.0,0.8710966
1850,-67.38219895287958,270.0,0.9101348
1850,-67.38219895287958,280.0,-0.6458216
1850,-67.38219895287958,290.0,-0.9438324
1850,-67.38219895287958,300.0,-0.531435
1850,-67.38219895287958,310.0,-0.72826767
1850,-67.38219895287958,320.0,-0.5779991
1850,-67.38219895287958,330.0,-0.5241461
1850,-67.38219895287958,340.0,-0.73256016
1850,-67.38219895287958,350.0,-0.6613445
1850,-59.84293193717278,0.0,-0.35137558
1850,-59.84293193717278,10.0,-0.5706229
1850,-59.84293193717278,20.0,-0.72445345
1850,-59.84293193717278,30.0,-0.47393012
1850,-59.84293193717278,40.0,0.07560754
1850,-59.84293193717278,50.0,0.23260409
1850,-59.84293193717278,60.0,0.34293067
1850,-59.84293193717278,70.0,0.32315624
1850,-59.84293193717278,80.0,0.5048506
1850,-59.84293193717278,90.0,0.61691284
1850,-59.84293193717278,100.0,0.2361517
1850,-59.84293193717278,110.0,-0.11707115
1850,-59.84293193717278,120.0,-0.057637453
1850,-59.84293193717278,130.0,-0.035446316
1850,-59.84293193717278,140.0,0.081619084
1850,-59.84293193717278,150.0,0.19638866
1850,-59.84293193717278,160.0,0.14294398
1850,-59.84293193717278,170.0,0.1105454
1850,-59.84293193717278,180.0,-0.027786493
1850,-59.84293193717278,190.0,-0.1266079
1850,-59.84293193717278,200.0,-0.09006381
1850,-59.84293193717278,210.0,0.12525058
1850,-59.84293193717278,220.0,0.47256744
1850,-59.84293193717278,230.0,0.8452753
1850,-59.84293193717278,240.0,0.75004464
1850,-59.84293193717278,250.0,0.75496393
1850,-59.84293193717278,260.0,0.6198405
1850,-59.84293193717278,270.0,0.44114578
1850,-59.84293193717278,280.0,0.2250725
1850,-59.84293193717278,290.0,-0.2864048
1850,-59.84293193717278,300.0,-0.9307202
1850,-59.84293193717278,310.0,-1.3565538
1850,-59.84293193717278,320.0,-1.5845011
1850,-59.84293193717278,330.0,-0.99912024
1850,-59.84293193717278,340.0,-0.7595129
1850,-59.84293193717278,350.0,-0.60891914
1850,-52.303664921465966,0.0,-0.37662005
1850,-52.303664921465966,10.0,-0.42591107
1850,-52.303664921465966,20.0,-0.49144197
1850,-52.303664921465966,30.0,-0.53229856
1850,-52.303664921465966,40.0,-0.3447659
1850,-52.303664921465966,50.0,-0.20458603
1850,-52.303664921465966,60.0,-0.08962965
1850,-52.303664921465966,70.0,-0.15428042
1850,-52.303664921465966,80.0,0.01620531
1850,-52.303664921465966,90.0,0.04867339
1850,-52.303664921465966,100.0,-0.061447382
1850,-52.303664921465966,110.0,-0.14693546
1850,-52.303664921465966,120.0,-0.16282153
1850,-52.303664921465966,130.0,-0.13432074
1850,-52.303664921465966,140.0,-0.08963013
1850,-52.303664921465966,150.0,-0.077050686
1850,-52.303664921465966,160.0,-0.063373566
1850,-52.303664921465966,170.0,-0.0049333572
1850,-52.303664921465966,180.0,0.017413616
1850,-52.303664921465966,190.0,-0.112688065
1850,-52.303664921465966,200.0,-0.18879509
1850,-52.303664921465966,210.0,-0.17755222
1850,-52.303664921465966,220.0,-0.042084694
1850,-52.303664921465966,230.0,0.15768385
1850,-52.303664921465966,240.0,0.5740814
1850,-52.303664921465966,250.0,0.6370187
1850,-52.303664921465966,260.0,0.4998002
1850,-52.303664921465966,270.0,0.362072
1850,-52.303664921465966,280.0,0.27840853
1850,-52.303664921465966,290.0,0.07720566
1850,-52.303664921465966,300.0,-0.15587568
1850,-52.303664921465966,310.0,-0.33620262
1850,-52.303664921465966,320.0,-0.6612756
1850,-52.303664921465966,330.0,-0.78859687
1850,-52.303664921465966,340.0,-0.66472197
1850,-52.303664921465966,350.0,-0.47983897
1850,-44.76439790575916,0.0,-0.14575195
1850,-44.76439790575916,10.0,-0.050369263
1850,-44.76439790575916,20.0,-0.14156723
1850,-44.76439790575916,30.0,-0.1680994
1850,-44.76439790575916,40.0,-0.34607267
1850,-44.76439790575916,50.0,-0.33566666
1850,-44.76439790575916,60.0,-0.36890507
1850,-44.76439790575916,70.0,-0.35489368
1850,-44.76439790575916,80.0,-0.30298042
1850,-44.76439790575916,90.0,-0.2488079
1850,-44.76439790575916,100.0,-0.1876812
1850,-44.76439790575916,110.0,-0.18508911
1850,-44.76439790575916,120.0,-0.18108511
1850,-44.76439790575916,130.0,-0.16886902
1850,-44.76439790575916,140.0,-0.2558899
1850,-44.76439790575916,150.0,-0.16564274
1850,-44.76439790575916,160.0,-0.16305733
1850,-44.76439790575916,170.0,-0.07442284
1850,-44.76439790575916,180.0,-0.15415764
1850,-44.76439790575916,190.0,-0.22655201
1850,-44.76439790575916,200.0,-0.43446732
1850,-44.76439790575916,210.0,-0.36502647
1850,-44.76439790575916,220.0,-0.14052868
1850,-44.76439790575916,230.0,0.092570305
1850,-44.76439790575916,240.0,0.3283186
1850,-44.76439790575916,250.0,0.41965485
1850,-44.76439790575916,260.0,0.54676056
1850,-44.76439790575916,270.0,0.449749
1850,-44.76439790575916,280.0,0.32943344
1850,-44.76439790575916,290.0,-0.09372282
1850,-44.76439790575916,300.0,-0.03968048
1850,-44.76439790575916,310.0,-0.25336647
1850,-44.76439790575916,320.0,-0.3953228
1850,-44.76439790575916,330.0,-0.33119202
1850,-44.76439790575916,340.0,-0.26837444
1850,-44.76439790575916,350.0,-0.17308044
1850,-37.225130890052355,0.0,0.22559166
1850,-37.225130890052355,10.0,-0.24067879
1850,-37.225130890052355,20.0,-0.4301548
1850,-37.225130890052355,30.0,-0.4941082
1850,-37.225130890052355,40.0,-0.5637388
1850,-37.225130890052355,50.0,-0.8675842
1850,-37.225130890052355,60.0,-0.79909515
1850,-37.225130890052355,70.0,-0.389472
1850,-37.225130890052355,80.0,-0.11429691
1850,-37.225130890052355,90.0,-0.18751335
1850,-37.225130890052355,100.0,-0.1600008
1850,-37.225130890052355,110.0,-0.37728596
1850,-37.225130890052355,120.0,-0.46708202
1850,-37.225130890052355,130.0,-0.50418377
1850,-37.225130890052355,140.0,-0.35535145
1850,-37.225130890052355,150.0,-0.24508572
1850,-37.225130890052355,160.0,-0.04169178
1850,-37.225130890052355,170.0,-0.11532307
1850,-37.225130890052355,180.0,-0.3099022
1850,-37.225130890052355,190.0,-0.49923134
1850,-37.225130890052355,200.0,-0.6021528
1850,-37.225130890052355,210.0,-0.5175123
1850,-37.225130890052355,220.0,-0.33217144
1850,-37.225130890052355,230.0,-0.074196815
1850,-37.225130890052355,240.0,-0.037549973
1850,-37.225130890052355,250.0,0.12939072
1850,-37.225130890052355,260.0,0.3223009
1850,-37.225130890052355,270.0,0.24013805
1850,-37.225130890052355,280.0,0.21830082
1850,-37.225130890052355,290.0,0.19186497
1850,-37.225130890052355,300.0,-0.23806667
1850,-37.225130890052355,310.0,-0.15250206
1850,-37.225130890052355,320.0,-0.11971092
1850,-37.225130890052355,330.0,-0.058939934
1850,-37.225130890052355,340.0,0.15996552
1850,-37.225130890052355,350.0,0.20416546
1850,-29.68586387434555,0.0,-0.06361389
1850,-29.68586387434555,10.0,-0.299469
1850,-29.68586387434555,20.0,0.17209816
1850,-29.68586387434555,30.0,0.04143238
1850,-29.68586387434555,40.0,-0.32824326
1850,-29.68586387434555,50.0,-0.66038513
1850,-29.68586387434555,60.0,-0.55501175
1850,-29.68586387434555,70.0,-0.17710114
1850,-29.68586387434555,80.0,0.082696915
1850,-29.68586387434555,90.0,0.13529205
1850,-29.68586387434555,100.0,-0.30344105
1850,-29.68586387434555,110.0,-0.07156944
1850,-29.68586387434555,120.0,-0.37122154
1850,-29.68586387434555,130.0,-0.45861053
1850,-29.68586387434555,140.0,-0.72470665
1850,-29.68586387434555,150.0,-0.32686996
1850,-29.68586387434555,160.0,0.31518173
1850,-29.68586387434555,170.0,-0.14330292
1850,-29.68586387434555,180.0,-0.74045944
1850,-29.68586387434555,190.0,-0.9058647
1850,-29.68586387434555,200.0,-0.75919724
1850,-29.68586387434555,210.0,-0.51852417
1850,-29.68586387434555,220.0,-0.44457054
1850,-29.68586387434555,230.0,-0.08935928
1850,-29.68586387434555,240.0,-0.033769608
1850,-29.68586387434555,250.0,-0.006893158
1850,-29.68586387434555,260.0,0.071525574
1850,-29.68586387434555,270.0,0.20628548
1850,-29.68586387434555,280.0,0.34087276
1850,-29.68586387434555,290.0,-0.25368214
1850,-29.68586387434555,300.0,-0.12643623
1850,-29.68586387434555,310.0,-0.019777298
1850,-29.68586387434555,320.0,-0.15106964
1850,-29.68586387434555,330.0,-0.03950882
1850,-29.68586387434555,340.0,0.11683273
1850,-29.68586387434555,350.0,0.14572144
1850,-22.146596858638745,0.0,-0.32495308
1850,-22.146596858638745,10.0,-0.07429314
1850,-22.146596858638745,20.0,-0.21157074
1850,-22.146596858638745,30.0,-0.4015274
1850,-22.146596858638745,40.0,-0.033979416
1850,-22.146596858638745,50.0,0.08513641
1850,-22.146596858638745,60.0,0.119413376
1850,-22.146596858638745,70.0,0.15398407
1850,-22.146596858638745,80.0,0.03274536
1850,-22.146596858638745,90.0,-0.05445862
1850,-22.146596858638745,100.0,0.030454636
1850,-22.146596858638745,110.0,0.05029869
1850,-22.146596858638745,120.0,-0.589798
1850,-22.146596858638745,130.0,-0.82564926
1850,-22.146596858638745,140.0,-0.34678268
1850,-22.146596858638745,150.0,0.14959717
1850,-22.146596858638745,160.0,0.23440361
1850,-22.146596858638745,170.0,-0.36531067
1850,-22.146596858638745,180.0,-0.7278652
1850,-22.146596858638745,190.0,-0.72527695
1850,-22.146596858638745,200.0,-0.21764565
1850,-22.146596858638745,210.0,0.008110046
1850,-22.146596858638745,220.0,0.09108734
1850,-22.146596858638745,230.0,0.16432571
1850,-22.146596858638745,240.0,0.20207214
1850,-22.146596858638745,250.0,0.2738247
1850,-22.146596858638745,260.0,0.3575592
1850,-22.146596858638745,270.0,0.56757927
1850,-22.146596858638745,280.0,0.6037731
1850,-22.146596858638745,290.0,0.3021164
1850,-22.146596858638745,300.0,-0.7330742
1850,-22.146596858638745,310.0,-0.17044258
1850,-22.146596858638745,320.0,-0.08539009
1850,-22.146596858638745,330.0,0.03512764
1850,-22.146596858638745,340.0,-0.032136917
1850,-22.146596858638745,350.0,-0.13650703
1850,-14.607329842931932,0.0,-0.22537994
1850,-14.607329842931932,10.0,-0.14668655
1850,-14.607329842931932,20.0,-0.2530079
1850,-14.607329842931932,30.0,-0.1196537
1850,-14.607329842931932,40.0,0.15735054
1850,-14.607329842931932,50.0,0.21547508
1850,-14.607329842931932,60.0,0.13573265
1850,-14.607329842931932,70.0,0.16403198
1850,-14.607329842931932,80.0,0.16842842
1850,-14.607329842931932,90.0,0.15135384
1850,-14.607329842931932,100.0,-0.09267044
1850,-14.607329842931932,110.0,-0.19521713
1850,-14.607329842931932,120.0,0.10626602
1850,-14.607329842931932,130.0,0.45967102
1850,-14.607329842931932,140.0,0.46198654
1850,-14.607329842931932,150.0,0.4601841
1850,-14.607329842931932,160.0,0.17846107
1850,-14.607329842931932,170.0,-0.09295273
1850,-14.607329842931932,180.0,-0.15530777
1850,-14.607329842931932,190.0,0.08785248
1850,-14.607329842931932,200.0,0.32364655
1850,-14.607329842931932,210.0,0.48353767
1850,-14.607329842931932,220.0,0.5245781
1850,-14.607329842931932,230.0,0.5151787
1850,-14.607329842931932,240.0,0.64888954
1850,-14.607329842931932,250.0,0.76398087
1850,-14.607329842931932,260.0,0.72792625
1850,-14.607329842931932,270.0,0.5762062
1850,-14.607329842931932,280.0,0.3164196
1850,-14.607329842931932,290.0,0.21466446
1850,-14.607329842931932,300.0,-0.27637863
1850,-14.607329842931932,310.0,-0.090322495
1850,-14.607329842931932,320.0,-0.62543297
1850,-14.607329842931932,330.0,-0.18585014
1850,-14.607329842931932,340.0,-0.2882557
1850,-14.607329842931932,350.0,-0.29692268
1850,-7.068062827225134,0.0,-0.1842022
1850,-7.068062827225134,10.0,-0.30698013
1850,-7.068062827225134,20.0,0.49637222
1850,-7.068062827225134,30.0,0.06690979
1850,-7.068062827225134,40.0,0.032835007
1850,-7.068062827225134,50.0,0.27900887
1850,-7.068062827225134,60.0,0.3826828
1850,-7.068062827225134,70.0,0.42168236
1850,-7.068062827225134,80.0,0.33921623
1850,-7.068062827225134,90.0,0.10902214
1850,-7.068062827225134,100.0,0.03328514
1850,-7.068062827225134,110.0,0.09072304
1850,-7.068062827225134,120.0,0.14925194
1850,-7.068062827225134,130.0,0.2978611
1850,-7.068062827225134,140.0,0.31291008
1850,-7.068062827225134,150.0,0.15669823
1850,-7.068062827225134,160.0,0.12702942
1850,-7.068062827225134,170.0,0.16984367
1850,-7.068062827225134,180.0,0.3207245
1850,-7.068062827225134,190.0,0.37949944
1850,-7.068062827225134,200.0,0.40829277
1850,-7.068062827225134,210.0,0.3990116
1850,-7.068062827225134,220.0,0.35138702
1850,-7.068062827225134,230.0,0.37439346
1850,-7.068062827225134,240.0,0.49573708
1850,-7.068062827225134,250.0,0.60504913
1850,-7.068062827225134,260.0,0.50771904
1850,-7.068062827225134,270.0,0.22745132
1850,-7.068062827225134,280.0,0.052591324
1850,-7.068062827225134,290.0,0.36182976
1850,-7.068062827225134,300.0,0.25959206
1850,-7.068062827225134,310.0,0.26773262
1850,-7.068062827225134,320.0,0.15555763
1850,-7.068062827225134,330.0,-0.099056244
1850,-7.068062827225134,340.0,-0.22306633
1850,-7.068062827225134,350.0,-0.26091766
1850,0.47120418848167844,0.0,0.04407692
1850,0.47120418848167844,10.0,0.20445251
1850,0.47120418848167844,20.0,0.292202
1850,0.47120418848167844,30.0,0.23331642
1850,0.47120418848167844,40.0,0.40029335
1850,0.47120418848167844,50.0,0.14845657
1850,0.47120418848167844,60.0,0.23812103
1850,0.47120418848167844,70.0,0.27381325
1850,0.47120418848167844,80.0,0.22735214
1850,0.47120418848167844,90.0,0.27087593
1850,0.47120418848167844,100.0,0.029659271
1850,0.47120418848167844,110.0,0.03675461
1850,0.47120418848167844,120.0,0.04207611
1850,0.47120418848167844,130.0,0.09292221
1850,0.47120418848167844,140.0,0.19123268
1850,0.47120418848167844,150.0,0.29877663
1850,0.47120418848167844,160.0,0.30387878
1850,0.47120418848167844,170.0,0.33145142
1850,0.47120418848167844,180.0,0.29445076
1850,0.47120418848167844,190.0,0.22007751
1850,0.47120418848167844,200.0,0.14420319
1850,0.47120418848167844,210.0,0.017471313
1850,0.47120418848167844,220.0,-0.0453434
1850,0.47120418848167844,230.0,-0.1537342
1850,0.47120418848167844,240.0,-0.2946148
1850,0.47120418848167844,250.0,-0.42699814
1850,0.47120418848167844,260.0,-0.33891487
1850,0.47120418848167844,270.0,-0.21777916
1850,0.47120418848167844,280.0,0.027738571
1850,0.47120418848167844,290.0,0.3607788
1850,0.47120418848167844,300.0,0.1845665
1850,0.47120418848167844,310.0,0.29450035
1850,0.47120418848167844,320.0,0.07963371
1850,0.47120418848167844,330.0,0.11184502
1850,0.47120418848167844,340.0,0.06849289
1850,0.47120418848167844,350.0,0.04673958
1850,8.010471204188477,0.0,0.34589958
1850,8.010471204188477,10.0,0.46896362
1850,8.010471204188477,20.0,0.68359756
1850,8.010471204188477,30.0,0.28545952
1850,8.010471204188477,40.0,-0.098012924
1850,8.010471204188477,50.0,0.05561638
1850,8.010471204188477,60.0,0.03635025
1850,8.010471204188477,70.0,0.2654915
1850,8.010471204188477,80.0,0.33569717
1850,8.010471204188477,90.0,0.2500038
1850,8.010471204188477,100.0,0.17100143
1850,8.010471204188477,110.0,0.1874485
1850,8.010471204188477,120.0,0.15599442
1850,8.010471204188477,130.0,0.13571167
1850,8.010471204188477,140.0,0.13089752
1850,8.010471204188477,150.0,0.08069801
1850,8.010471204188477,160.0,-0.055727005
1850,8.010471204188477,170.0,-0.12243271
1850,8.010471204188477,180.0,-0.024641037
1850,8.010471204188477,190.0,0.09428406
1850,8.010471204188477,200.0,0.29133034
1850,8.010471204188477,210.0,0.38461685
1850,8.010471204188477,220.0,0.43375587
1850,8.010471204188477,230.0,0.32891846
1850,8.010471204188477,240.0,0.20202637
1850,8.010471204188477,250.0,0.16955376
1850,8.010471204188477,260.0,0.16379929
1850,8.010471204188477,270.0,0.18096161
1850,8.010471204188477,280.0,0.11398125
1850,8.010471204188477,290.0,0.2773285
1850,8.010471204188477,300.0,0.4590168
1850,8.010471204188477,310.0,0.3040371
1850,8.010471204188477,320.0,0.34596062
1850,8.010471204188477,330.0,0.19009209
1850,8.010471204188477,340.0,0.15755463
1850,8.010471204188477,350.0,0.08587456
1850,15.54973821989529,0.0,-0.019540787
1850,15.54973821989529,10.0,0.36901474
1850,15.54973821989529,20.0,0.0922451
1850,15.54973821989529,30.0,-0.07646179
1850,15.54973821989529,40.0,-0.13208008
1850,15.54973821989529,50.0,-0.14953041
1850,15.54973821989529,60.0,-0.12805367
1850,15.54973821989529,70.0,0.19586754
1850,15.54973821989529,80.0,0.102809906
1850,15.54973821989529,90.0,0.13017464
1850,15.54973821989529,100.0,0.29458046
1850,15.54973821989529,110.0,0.11807823
1850,15.54973821989529,120.0,0.31684113
1850,15.54973821989529,130.0,0.1757145
1850,15.54973821989529,140.0,0.004547119
1850,15.54973821989529,150.0,-0.2212658
1850,15.54973821989529,160.0,-0.3111744
1850,15.54973821989529,170.0,-0.34296227
1850,15.54973821989529,180.0,-0.24326897
1850,15.54973821989529,190.0,-0.061904907
1850,15.54973821989529,200.0,0.10910988
1850,15.54973821989529,210.0,0.47945404
1850,15.54973821989529,220.0,0.78767776
1850,15.54973821989529,230.0,0.7859783
1850,15.54973821989529,240.0,0.5171604
1850,15.54973821989529,250.0,0.27941322
1850,15.54973821989529,260.0,0.25305176
1850,15.54973821989529,270.0,0.10191345
1850,15.54973821989529,280.0,0.29466248
1850,15.54973821989529,290.0,0.31038475
1850,15.54973821989529,300.0,0.35195732
1850,15.54973821989529,310.0,0.30512047
1850,15.54973821989529,320.0,0.2752056
1850,15.54973821989529,330.0,0.284441
1850,15.54973821989529,340.0,0.10212135
1850,15.54973821989529,350.0,0.4854622
1850,23.089005235602087,0.0,0.23739243
1850,23.089005235602087,10.0,0.14993668
1850,23.089005235602087,20.0,0.29753494
1850,23.089005235602087,30.0,0.10837555
1850,23.089005235602087,40.0,-0.22019958
1850,23.089005235602087,50.0,0.2932186
1850,23.089005235602087,60.0,0.079776764
1850,23.089005235602087,70.0,0.039003372
1850,23.089005235602087,80.0,-0.07012749
1850,23.089005235602087,90.0,-0.051719666
1850,23.089005235602087,100.0,0.30762863
1850,23.089005235602087,110.0,-0.19404411
1850,23.089005235602087,120.0,0.13402367
1850,23.089005235602087,130.0,0.27945518
1850,23.089005235602087,140.0,0.27031898
1850,23.089005235602087,150.0,0.27210045
1850,23.089005235602087,160.0,0.09875488
1850,23.089005235602087,170.0,-0.22238922
1850,23.089005235602087,180.0,-0.60917664
1850,23.089005235602087,190.0,-0.7470722
1850,23.089005235602087,200.0,-0.6360302
1850,23.089005235602087,210.0,-0.35570908
1850,23.089005235602087,220.0,0.33219337
1850,23.089005235602087,230.0,1.1046009
1850,23.089005235602087,240.0,1.1903591
1850,23.089005235602087,250.0,0.23601532
1850,23.089005235602087,260.0,-0.4582119
1850,23.089005235602087,270.0,-0.15745926
1850,23.089005235602087,280.0,-0.21204948
1850,23.089005235602087,290.0,-0.14463806
1850,23.089005235602087,300.0,0.10098457
1850,23.089005235602087,310.0,0.21596336
1850,23.089005235602087,320.0,0.1770153
1850,23.089005235602087,330.0,0.35113335
1850,23.089005235602087,340.0,0.49206161
1850,23.089005235602087,350.0,-0.044202805
1850,30.6282722513089,0.0,0.019201279
1850,30.6282722513089,10.0,0.3810711
1850,30.6282722513089,20.0,0.27062225
1850,30.6282722513089,30.0,0.31427193
1850,30.6282722513089,40.0,0.22307205
1850,30.6282722513089,50.0,0.05460167
1850,30.6282722513089,60.0,0.58023834
1850,30.6282722513089,70.0,-0.12191391
1850,30.6282722513089,80.0,-0.086205006
1850,30.6282722513089,90.0,-0.036088347
1850,30.6282722513089,100.0,0.12906182
1850,30.6282722513089,110.0,-0.2286148
1850,30.6282722513089,120.0,-0.37239265
1850,30.6282722513089,130.0,0.031507492
1850,30.6282722513089,140.0,0.14601898
1850,30.6282722513089,150.0,0.20466423
1850,30.6282722513089,160.0,0.33313942
1850,30.6282722513089,170.0,0.37963104
1850,30.6282722513089,180.0,-0.023361206
1850,30.6282722513089,190.0,-0.74333954
1850,30.6282722513089,200.0,-1.1620197
1850,30.6282722513089,210.0,-1.070343
1850,30.6282722513089,220.0,-0.399477
1850,30.6282722513089,230.0,0.26613045
1850,30.6282722513089,240.0,0.758688
1850,30.6282722513089,250.0,-0.49000168
1850,30.6282722513089,260.0,-1.0688915
1850,30.6282722513089,270.0,-0.9282589
1850,30.6282722513089,280.0,-0.33423233
1850,30.6282722513089,290.0,-0.291317
1850,30.6282722513089,300.0,-0.18635178
1850,30.6282722513089,310.0,0.22937202
1850,30.6282722513089,320.0,0.24282455
1850,30.6282722513089,330.0,0.17944336
1850,30.6282722513089,340.0,0.24347115
1850,30.6282722513089,350.0,0.30443573
1850,38.16753926701571,0.0,0.28874397
1850,38.16753926701571,10.0,0.3181858
1850,38.16753926701571,20.0,0.2871456
1850,38.16753926701571,30.0,-0.33268166
1850,38.16753926701571,40.0,0.056821823
1850,38.16753926701571,50.0,0.60046196
1850,38.16753926701571,60.0,0.50076485
1850,38.16753926701571,70.0,0.015090942
1850,38.16753926701571,80.0,-0.15413666
1850,38.16753926701571,90.0,-0.7007011
1850,38.16753926701571,100.0,-0.39259452
1850,38.16753926701571,110.0,-0.850749
1850,38.16753926701571,120.0,-1.1832275
1850,38.16753926701571,130.0,-1.0533133
1850,38.16753926701571,140.0,-0.5621004
1850,38.16753926701571,150.0,-0.47828865
1850,38.16753926701571,160.0,-0.07858944
1850,38.16753926701571,170.0,0.02465725
1850,38.16753926701571,180.0,-0.13716602
1850,38.16753926701571,190.0,-0.41201305
1850,38.16753926701571,200.0,-0.5116377
1850,38.16753926701571,210.0,-0.5985069
1850,38.16753926701571,220.0,-0.28100204
